조사연도,조사분기,구분,업종,지수항목,지수
2022,3,현재,한식 육류요리 전문점,고용,96.07
2022,3,현재,한식 해산물요리 전문점,고용,95.48
2022,3,현재,외국식 음식점업,고용,95.31
2022,3,현재,중식 음식점업,고용,94.86
2022,3,현재,일식 음식점업,고용,95.74
2022,3,현재,서양식 음식점업,고용,95.8
2022,3,현재,기타 외국식 음식점업,고용,95.1
2022,3,현재,기관 구내식당업,고용,99.85
2022,3,현재,출장 음식 서비스업,고용,100.35
2022,3,현재,기타 간이 음식점업,고용,95.76
2022,3,현재,제과점업,고용,93.77
2022,3,현재,"피자, 햄버거, 샌드위치 및 유사 음식점업",고용,95.46
2022,3,현재,치킨 음식점업,고용,96.05
2022,3,현재,김밥 및 기타 간이 음식점업,고용,96.65
2022,3,현재,간이음식 포장판매 전문점,고용,95.54
2022,3,현재,주점업,고용,97.64
2022,3,현재,일반 유흥주점업,고용,95.99
2022,3,현재,무도 유흥주점업,고용,91.96
2022,3,현재,생맥주 전문점,고용,97.75
2022,3,현재,기타 주점업,고용,98.41
2022,3,현재,비알코올음료점업,고용,97.61
2022,3,현재,커피 전문점,고용,97.79
2022,3,현재,기타 비알코올 음료점업,고용,96.86
2022,2,현재,전체,매출액,85.56
2022,2,현재,전체,식재료,145.18
2022,2,현재,전체,고용,95.81
2022,2,현재,한식 음식점업,매출액,84.37
2022,2,현재,한식 일반음식점업,매출액,81.11
2022,2,현재,한식 면요리 전문점,매출액,84.1
2022,2,현재,한식 육류요리 전문점,매출액,91.56
2022,2,현재,한식 해산물요리 전문점,매출액,87.49
2022,2,현재,외국식 음식점업,매출액,86.59
2022,2,현재,중식 음식점업,매출액,80.4
2022,2,현재,일식 음식점업,매출액,87.19
2022,2,현재,서양식 음식점업,매출액,93.76
2022,2,현재,기타 외국식 음식점업,매출액,96.71
2022,2,현재,기관 구내식당업,매출액,88.16
2022,2,현재,출장 음식 서비스업,매출액,100
2022,2,현재,기타 간이 음식점업,매출액,79.46
2022,2,현재,제과점업,매출액,76.79
2022,2,현재,"피자, 햄버거, 샌드위치 및 유사 음식점업",매출액,81.09
2022,2,현재,치킨 음식점업,매출액,75.62
2022,2,현재,김밥 및 기타 간이 음식점업,매출액,82.97
2022,2,현재,간이음식 포장판매 전문점,매출액,81.11
2022,2,현재,주점업,매출액,92.04
2022,2,현재,일반 유흥주점업,매출액,92.61
2022,2,현재,무도 유흥주점업,매출액,90.01
2022,2,현재,생맥주 전문점,매출액,103.34
2022,2,현재,기타 주점업,매출액,90.66
2022,2,현재,비알코올음료점업,매출액,89.11
2022,2,현재,커피 전문점,매출액,92.23
2022,2,현재,기타 비알코올 음료점업,매출액,75.5
2022,2,현재,한식 음식점업,식재료,146.91
2022,2,현재,한식 일반음식점업,식재료,146.58
2022,2,현재,한식 면요리 전문점,식재료,147.75
2022,2,현재,한식 육류요리 전문점,식재료,147.41
2022,2,현재,한식 해산물요리 전문점,식재료,147.06
2022,2,현재,외국식 음식점업,식재료,147.81
2022,2,현재,중식 음식점업,식재료,148.14
2022,2,현재,일식 음식점업,식재료,148.74
2022,2,현재,서양식 음식점업,식재료,146.99
2022,2,현재,기타 외국식 음식점업,식재료,145.87
2022,2,현재,기관 구내식당업,식재료,146.29
2022,2,현재,출장 음식 서비스업,식재료,147.26
2022,2,현재,기타 간이 음식점업,식재료,145.52
2022,2,현재,제과점업,식재료,146.44
2022,2,현재,"피자, 햄버거, 샌드위치 및 유사 음식점업",식재료,139.18
2022,2,현재,치킨 음식점업,식재료,146.4
2022,2,현재,김밥 및 기타 간이 음식점업,식재료,146.76
2022,2,현재,간이음식 포장판매 전문점,식재료,148.3
2022,2,현재,주점업,식재료,144.62
2022,2,현재,일반 유흥주점업,식재료,142.84
2022,2,현재,무도 유흥주점업,식재료,143.2
2022,2,현재,생맥주 전문점,식재료,145.52
2022,2,현재,기타 주점업,식재료,145.25
2022,2,현재,비알코올음료점업,식재료,137.72
2022,2,현재,커피 전문점,식재료,137.21
2022,2,현재,기타 비알코올 음료점업,식재료,139.94
2022,2,현재,한식 음식점업,고용,95.14
2022,2,현재,한식 일반음식점업,고용,94.47
2022,2,현재,한식 면요리 전문점,고용,96.66
2022,2,현재,한식 육류요리 전문점,고용,95.56
2022,2,현재,한식 해산물요리 전문점,고용,97.22
2022,2,현재,외국식 음식점업,고용,94.76
2022,2,현재,중식 음식점업,고용,94.77
2022,2,현재,일식 음식점업,고용,92.78
2022,2,현재,서양식 음식점업,고용,95.04
2022,2,현재,기타 외국식 음식점업,고용,99.22
2022,2,현재,기관 구내식당업,고용,99.85
2022,2,현재,출장 음식 서비스업,고용,95.89
2022,2,현재,기타 간이 음식점업,고용,95.92
2022,2,현재,제과점업,고용,96.59
2022,2,현재,"피자, 햄버거, 샌드위치 및 유사 음식점업",고용,94.28
2022,2,현재,치킨 음식점업,고용,96.57
2022,2,현재,김밥 및 기타 간이 음식점업,고용,95.47
2022,2,현재,간이음식 포장판매 전문점,고용,97.92
2022,2,현재,주점업,고용,97.7
2022,2,현재,일반 유흥주점업,고용,97.85
2022,2,현재,무도 유흥주점업,고용,95.05
2022,2,현재,생맥주 전문점,고용,99.98
2022,2,현재,기타 주점업,고용,97.47
2022,2,현재,비알코올음료점업,고용,95.78
2022,2,현재,커피 전문점,고용,96.15
2022,2,현재,기타 비알코올 음료점업,고용,94.19
2022,1,현재,전체,매출액,70.84
2022,1,현재,전체,식재료,143.67
2022,1,현재,전체,고용,93.86
2022,1,현재,한식 음식점업,매출액,68.8
2022,1,현재,한식 일반음식점업,매출액,69.1
2022,1,현재,한식 면요리 전문점,매출액,69.56
2022,1,현재,한식 육류요리 전문점,매출액,68.58
2022,1,현재,한식 해산물요리 전문점,매출액,66.79
2022,1,현재,외국식 음식점업,매출액,74.98
2022,1,현재,중식 음식점업,매출액,74.13
2022,1,현재,일식 음식점업,매출액,73.37
2022,1,현재,서양식 음식점업,매출액,75.62
2022,1,현재,기타 외국식 음식점업,매출액,81.73
2022,1,현재,기관 구내식당업,매출액,87.8
2022,1,현재,출장 음식 서비스업,매출액,78.47
2022,1,현재,기타 간이 음식점업,매출액,76.03
2022,1,현재,제과점업,매출액,86.45
2022,1,현재,"피자, 햄버거, 샌드위치 및 유사 음식점업",매출액,82.24
2022,1,현재,치킨 음식점업,매출액,71.08
2022,1,현재,김밥 및 기타 간이 음식점업,매출액,72.85
2022,1,현재,간이음식 포장판매 전문점,매출액,73.1
2022,1,현재,주점업,매출액,63.18
2022,1,현재,일반 유흥주점업,매출액,64.01
2022,1,현재,무도 유흥주점업,매출액,62.42
2022,1,현재,생맥주 전문점,매출액,63.19
2022,1,현재,기타 주점업,매출액,62.87
2022,1,현재,비알코올음료점업,매출액,75.19
2022,1,현재,커피 전문점,매출액,77.41
2022,1,현재,기타 비알코올 음료점업,매출액,65.54
2022,1,현재,한식 음식점업,식재료,146.46
2022,1,현재,한식 일반음식점업,식재료,146.41
2022,1,현재,한식 면요리 전문점,식재료,147.29
2022,1,현재,한식 육류요리 전문점,식재료,146.83
2022,1,현재,한식 해산물요리 전문점,식재료,145.19
2022,1,현재,외국식 음식점업,식재료,144.32
2022,1,현재,중식 음식점업,식재료,146.03
2022,1,현재,일식 음식점업,식재료,145.23
2022,1,현재,서양식 음식점업,식재료,142.1
2022,1,현재,기타 외국식 음식점업,식재료,139.28
2022,1,현재,기관 구내식당업,식재료,144.24
2022,1,현재,출장 음식 서비스업,식재료,148.23
2022,1,현재,기타 간이 음식점업,식재료,143.96
2022,1,현재,제과점업,식재료,141.47
2022,1,현재,"피자, 햄버거, 샌드위치 및 유사 음식점업",식재료,138.57
2022,1,현재,치킨 음식점업,식재료,146.2
2022,1,현재,김밥 및 기타 간이 음식점업,식재료,145.26
2022,1,현재,간이음식 포장판매 전문점,식재료,146.71
2022,1,현재,주점업,식재료,144.02
2022,1,현재,일반 유흥주점업,식재료,140.11
2022,1,현재,무도 유흥주점업,식재료,143.85
2022,1,현재,생맥주 전문점,식재료,145.35
2022,1,현재,기타 주점업,식재료,145.41
2022,1,현재,비알코올음료점업,식재료,132.9
2022,1,현재,커피 전문점,식재료,132.12
2022,1,현재,기타 비알코올 음료점업,식재료,136.29
2022,1,현재,한식 음식점업,고용,92.67
2022,1,현재,한식 일반음식점업,고용,94.16
2022,1,현재,한식 면요리 전문점,고용,92.6
2022,1,현재,한식 육류요리 전문점,고용,89.88
2022,1,현재,한식 해산물요리 전문점,고용,90.15
2022,1,현재,외국식 음식점업,고용,93.01
2022,1,현재,중식 음식점업,고용,94.09
2022,1,현재,일식 음식점업,고용,92.7
2022,1,현재,서양식 음식점업,고용,90.6
2022,1,현재,기타 외국식 음식점업,고용,94.84
2022,1,현재,기관 구내식당업,고용,98.1
2022,1,현재,출장 음식 서비스업,고용,90.52
2022,1,현재,기타 간이 음식점업,고용,95.23
2022,1,현재,제과점업,고용,94.79
2022,1,현재,"피자, 햄버거, 샌드위치 및 유사 음식점업",고용,94.72
2022,1,현재,치킨 음식점업,고용,96.92
2022,1,현재,김밥 및 기타 간이 음식점업,고용,93.97
2022,1,현재,간이음식 포장판매 전문점,고용,96.9
2022,1,현재,주점업,고용,94.64
2022,1,현재,일반 유흥주점업,고용,95.43
2022,1,현재,무도 유흥주점업,고용,88.08
2022,1,현재,생맥주 전문점,고용,97.52
2022,1,현재,기타 주점업,고용,94.19
2022,1,현재,비알코올음료점업,고용,95.09
2022,1,현재,커피 전문점,고용,94.69
2022,1,현재,기타 비알코올 음료점업,고용,96.81
2022,4,전망,전체,매출액,94.98
2022,4,전망,전체,식재료,134.21
2022,4,전망,전체,고용,98.75
2022,4,전망,한식 음식점업,매출액,96.06
2022,4,전망,한식 일반음식점업,매출액,96.16
2022,4,전망,한식 면요리 전문점,매출액,86.75
2022,4,전망,한식 육류요리 전문점,매출액,99.01
2022,4,전망,한식 해산물요리 전문점,매출액,95.09
2022,4,전망,외국식 음식점업,매출액,93.87
2022,4,전망,중식 음식점업,매출액,90.31
2022,4,전망,일식 음식점업,매출액,93.93
2022,4,전망,서양식 음식점업,매출액,93.45
2022,4,전망,기타 외국식 음식점업,매출액,112.16
2022,4,전망,기관 구내식당업,매출액,93.2
2022,4,전망,출장 음식 서비스업,매출액,103.59
2022,4,전망,기타 간이 음식점업,매출액,90.13
2022,4,전망,제과점업,매출액,87.59
2022,4,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",매출액,94.97
2022,4,전망,치킨 음식점업,매출액,86.45
2022,4,전망,김밥 및 기타 간이 음식점업,매출액,92.43
2022,4,전망,간이음식 포장판매 전문점,매출액,89.11
2022,4,전망,주점업,매출액,99.1
2022,4,전망,일반 유흥주점업,매출액,96.84
2022,4,전망,무도 유흥주점업,매출액,96.3
2022,4,전망,생맥주 전문점,매출액,98.08
2022,4,전망,기타 주점업,매출액,100.16
2022,4,전망,비알코올음료점업,매출액,93.96
2022,4,전망,커피 전문점,매출액,94.98
2022,4,전망,기타 비알코올 음료점업,매출액,89.5
2022,4,전망,한식 음식점업,식재료,136.37
2022,4,전망,한식 일반음식점업,식재료,136.94
2022,4,전망,한식 면요리 전문점,식재료,133.29
2022,4,전망,한식 육류요리 전문점,식재료,136.16
2022,4,전망,한식 해산물요리 전문점,식재료,135.62
2022,4,전망,외국식 음식점업,식재료,135.33
2022,4,전망,중식 음식점업,식재료,136.25
2022,4,전망,일식 음식점업,식재료,135.7
2022,4,전망,서양식 음식점업,식재료,132.45
2022,4,전망,기타 외국식 음식점업,식재료,137.24
2022,4,전망,기관 구내식당업,식재료,134.48
2022,4,전망,출장 음식 서비스업,식재료,133.79
2022,4,전망,기타 간이 음식점업,식재료,132.92
2022,4,전망,제과점업,식재료,129.89
2022,4,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",식재료,130.31
2022,4,전망,치킨 음식점업,식재료,131.74
2022,4,전망,김밥 및 기타 간이 음식점업,식재료,136.12
2022,4,전망,간이음식 포장판매 전문점,식재료,135.55
2022,4,전망,주점업,식재료,134.41
2022,4,전망,일반 유흥주점업,식재료,133.36
2022,4,전망,무도 유흥주점업,식재료,132.31
2022,4,전망,생맥주 전문점,식재료,134.36
2022,4,전망,기타 주점업,식재료,134.89
2022,4,전망,비알코올음료점업,식재료,127.72
2022,4,전망,커피 전문점,식재료,128.11
2022,4,전망,기타 비알코올 음료점업,식재료,126.03
2022,4,전망,한식 음식점업,고용,98.54
2022,4,전망,한식 일반음식점업,고용,98.48
2022,4,전망,한식 면요리 전문점,고용,96.81
2022,4,전망,한식 육류요리 전문점,고용,99.48
2022,4,전망,한식 해산물요리 전문점,고용,97.93
2022,4,전망,외국식 음식점업,고용,99.41
2022,4,전망,중식 음식점업,고용,98.09
2022,4,전망,일식 음식점업,고용,99.99
2022,4,전망,서양식 음식점업,고용,99.75
2022,4,전망,기타 외국식 음식점업,고용,103.37
2022,4,전망,기관 구내식당업,고용,100.16
2022,4,전망,출장 음식 서비스업,고용,98.79
2022,4,전망,기타 간이 음식점업,고용,98.23
2022,4,전망,제과점업,고용,97.7
2022,4,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",고용,96.8
2022,4,전망,치킨 음식점업,고용,99.04
2022,4,전망,김밥 및 기타 간이 음식점업,고용,98.53
2022,4,전망,간이음식 포장판매 전문점,고용,97.71
2022,4,전망,주점업,고용,99.52
2022,4,전망,일반 유흥주점업,고용,98.32
2022,4,전망,무도 유흥주점업,고용,99.4
2022,4,전망,생맥주 전문점,고용,97.87
2022,4,전망,기타 주점업,고용,100.17
2022,4,전망,비알코올음료점업,고용,98.67
2022,4,전망,커피 전문점,고용,98.78
2022,4,전망,기타 비알코올 음료점업,고용,98.19
2022,3,전망,전체,매출액,95.23
2022,3,전망,전체,식재료,135.77
2022,3,전망,전체,고용,98.82
2022,3,전망,한식 음식점업,매출액,93.25
2022,3,전망,한식 일반음식점업,매출액,90.98
2022,3,전망,한식 면요리 전문점,매출액,94.46
2022,3,전망,한식 육류요리 전문점,매출액,100.05
2022,3,전망,한식 해산물요리 전문점,매출액,97.32
2022,3,전망,외국식 음식점업,매출액,94.28
2022,3,전망,중식 음식점업,매출액,91.12
2022,3,전망,일식 음식점업,매출액,94.51
2022,3,전망,서양식 음식점업,매출액,97.5
2022,3,전망,기타 외국식 음식점업,매출액,100.78
2022,3,전망,기관 구내식당업,매출액,93.23
2022,3,전망,출장 음식 서비스업,매출액,103.73
2022,3,전망,기타 간이 음식점업,매출액,90.37
2022,3,전망,제과점업,매출액,85.76
2022,3,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",매출액,92.65
2022,3,전망,치킨 음식점업,매출액,89.34
2022,3,전망,김밥 및 기타 간이 음식점업,매출액,92.24
2022,3,전망,간이음식 포장판매 전문점,매출액,91.55
2022,3,전망,주점업,매출액,102.12
2022,3,전망,일반 유흥주점업,매출액,100.33
2022,3,전망,무도 유흥주점업,매출액,97.71
2022,3,전망,생맥주 전문점,매출액,104.31
2022,3,전망,기타 주점업,매출액,102.7
2022,3,전망,비알코올음료점업,매출액,98.66
2022,3,전망,커피 전문점,매출액,100.99
2022,3,전망,기타 비알코올 음료점업,매출액,88.53
2022,3,전망,한식 음식점업,식재료,137.63
2022,3,전망,한식 일반음식점업,식재료,137.35
2022,3,전망,한식 면요리 전문점,식재료,138.89
2022,3,전망,한식 육류요리 전문점,식재료,138.79
2022,3,전망,한식 해산물요리 전문점,식재료,135.61
2022,3,전망,외국식 음식점업,식재료,138.2
2022,3,전망,중식 음식점업,식재료,138.72
2022,3,전망,일식 음식점업,식재료,139.76
2022,3,전망,서양식 음식점업,식재료,136.39
2022,3,전망,기타 외국식 음식점업,식재료,136.12
2022,3,전망,기관 구내식당업,식재료,137.85
2022,3,전망,출장 음식 서비스업,식재료,139.18
2022,3,전망,기타 간이 음식점업,식재료,136.41
2022,3,전망,제과점업,식재료,138.46
2022,3,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",식재료,133.14
2022,3,전망,치킨 음식점업,식재료,134.34
2022,3,전망,김밥 및 기타 간이 음식점업,식재료,137.77
2022,3,전망,간이음식 포장판매 전문점,식재료,141.56
2022,3,전망,주점업,식재료,133.11
2022,3,전망,일반 유흥주점업,식재료,129.2
2022,3,전망,무도 유흥주점업,식재료,137.1
2022,3,전망,생맥주 전문점,식재료,134.36
2022,3,전망,기타 주점업,식재료,134.4
2022,3,전망,비알코올음료점업,식재료,130.04
2022,3,전망,커피 전문점,식재료,130.28
2022,3,전망,기타 비알코올 음료점업,식재료,128.96
2022,3,전망,한식 음식점업,고용,98.14
2022,3,전망,한식 일반음식점업,고용,97.1
2022,3,전망,한식 면요리 전문점,고용,99.1
2022,3,전망,한식 육류요리 전문점,고용,99.68
2022,3,전망,한식 해산물요리 전문점,고용,100.25
2022,3,전망,외국식 음식점업,고용,99.55
2022,3,전망,중식 음식점업,고용,99.24
2022,3,전망,일식 음식점업,고용,98.96
2022,3,전망,서양식 음식점업,고용,100.56
2022,3,전망,기타 외국식 음식점업,고용,100.05
2022,3,전망,기관 구내식당업,고용,100.52
2022,3,전망,출장 음식 서비스업,고용,99.81
2022,3,전망,기타 간이 음식점업,고용,98.69
2022,3,전망,제과점업,고용,98.97
2022,3,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",고용,98.61
2022,3,전망,치킨 음식점업,고용,98.24
2022,3,전망,김밥 및 기타 간이 음식점업,고용,98.77
2022,3,전망,간이음식 포장판매 전문점,고용,99.85
2022,3,전망,주점업,고용,99.61
2022,3,전망,일반 유흥주점업,고용,99.46
2022,3,전망,무도 유흥주점업,고용,99.6
2022,3,전망,생맥주 전문점,고용,102.37
2022,3,전망,기타 주점업,고용,99.37
2022,3,전망,비알코올음료점업,고용,99.68
2022,3,전망,커피 전문점,고용,99.89
2022,3,전망,기타 비알코올 음료점업,고용,98.75
2022,2,전망,전체,매출액,90.99
2022,2,전망,전체,식재료,131.22
2022,2,전망,전체,고용,98.92
2022,2,전망,한식 음식점업,매출액,90.56
2022,2,전망,한식 일반음식점업,매출액,90.09
2022,2,전망,한식 면요리 전문점,매출액,91.24
2022,2,전망,한식 육류요리 전문점,매출액,93.03
2022,2,전망,한식 해산물요리 전문점,매출액,86.77
2022,2,전망,외국식 음식점업,매출액,93.03
2022,2,전망,중식 음식점업,매출액,87.44
2022,2,전망,일식 음식점업,매출액,94.14
2022,2,전망,서양식 음식점업,매출액,99.37
2022,2,전망,기타 외국식 음식점업,매출액,101.01
2022,2,전망,기관 구내식당업,매출액,92.56
2022,2,전망,출장 음식 서비스업,매출액,91.64
2022,2,전망,기타 간이 음식점업,매출액,91.25
2022,2,전망,제과점업,매출액,93.06
2022,2,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",매출액,93.3
2022,2,전망,치킨 음식점업,매출액,91.98
2022,2,전망,김밥 및 기타 간이 음식점업,매출액,89.49
2022,2,전망,간이음식 포장판매 전문점,매출액,87.29
2022,2,전망,주점업,매출액,88.42
2022,2,전망,일반 유흥주점업,매출액,82.63
2022,2,전망,무도 유흥주점업,매출액,85.96
2022,2,전망,생맥주 전문점,매출액,95.56
2022,2,전망,기타 주점업,매출액,89.98
2022,2,전망,비알코올음료점업,매출액,93.81
2022,2,전망,커피 전문점,매출액,94.96
2022,2,전망,기타 비알코올 음료점업,매출액,88.76
2022,2,전망,한식 음식점업,식재료,133.15
2022,2,전망,한식 일반음식점업,식재료,132.66
2022,2,전망,한식 면요리 전문점,식재료,132.82
2022,2,전망,한식 육류요리 전문점,식재료,133.57
2022,2,전망,한식 해산물요리 전문점,식재료,135.5
2022,2,전망,외국식 음식점업,식재료,130.48
2022,2,전망,중식 음식점업,식재료,132.55
2022,2,전망,일식 음식점업,식재료,128.92
2022,2,전망,서양식 음식점업,식재료,129.1
2022,2,전망,기타 외국식 음식점업,식재료,128.09
2022,2,전망,기관 구내식당업,식재료,131.41
2022,2,전망,출장 음식 서비스업,식재료,139.27
2022,2,전망,기타 간이 음식점업,식재료,131.44
2022,2,전망,제과점업,식재료,130.6
2022,2,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",식재료,126.1
2022,2,전망,치킨 음식점업,식재료,130.82
2022,2,전망,김밥 및 기타 간이 음식점업,식재료,133.76
2022,2,전망,간이음식 포장판매 전문점,식재료,137.55
2022,2,전망,주점업,식재료,131.6
2022,2,전망,일반 유흥주점업,식재료,127.95
2022,2,전망,무도 유흥주점업,식재료,132.78
2022,2,전망,생맥주 전문점,식재료,131.82
2022,2,전망,기타 주점업,식재료,132.96
2022,2,전망,비알코올음료점업,식재료,124.33
